CODIGO_MUNICIPIO,DATE,UF,NOME_MUNICIPIO
171050,12/11/2021,TO,Itacajá
250270,12/11/2021,PB,Borborema
290080,12/11/2021,BA,Alcobaça
330023,12/11/2021,RJ,Armação dos Búzios
410090,12/11/2021,PR,Amaporã
411970,12/11/2021,PR,Planaltina do Paraná
412140,12/11/2021,PR,Realeza
500200,12/11/2021,MS,Batayporã
520480,12/11/2021,GO,Campo Alegre de Goiás
520650,12/11/2021,GO,Cromínia
521260,12/11/2021,GO,Mairipotaba
210080,13/11/2021,MA,Anapurus
230820,13/11/2021,CE,Meruoca
330070,13/11/2021,RJ,Cabo Frio
411590,13/11/2021,PR,Mirador
500348,13/11/2021,MS,Dois Irmãos do Buriti
521480,13/11/2021,GO,Nova Aurora
521580,13/11/2021,GO,Palmelo
521960,13/11/2021,GO,Santa Tereza de Goiás
170040,14/11/2021,TO,Almas
170200,14/11/2021,TO,Araguaçu
170210,14/11/2021,TO,Araguaína
170370,14/11/2021,TO,Brejinho de Nazaré
170730,14/11/2021,TO,Dueré
170950,14/11/2021,TO,Gurupi
171430,14/11/2021,TO,Nazaré
171510,14/11/2021,TO,Novo Acordo
171780,14/11/2021,TO,Ponte Alta do Bom Jesus
171790,14/11/2021,TO,Ponte Alta do Tocantins
172210,14/11/2021,TO,Xambioá
251030,14/11/2021,PB,Nova Palmeira
352720,14/11/2021,SP,Lorena
354730,14/11/2021,SP,Santana de Parnaíba
355140,14/11/2021,SP,Serra Azul
410400,14/11/2021,PR,Campina Grande do Sul
410450,14/11/2021,PR,Capanema
410480,14/11/2021,PR,Cascavel
410620,14/11/2021,PR,Contenda
410800,14/11/2021,PR,Florestópolis
410880,14/11/2021,PR,Guaíra
410930,14/11/2021,PR,Guaraniaçu
411480,14/11/2021,PR,Marialva
411850,14/11/2021,PR,Pato Branco
412310,14/11/2021,PR,Santa Amélia
412440,14/11/2021,PR,Santo Antônio do Sudoeste
412600,14/11/2021,PR,São Sebastião da Amoreira
412760,14/11/2021,PR,Tijucas do Sul
421710,14/11/2021,SC,São Martinho
520150,14/11/2021,GO,Aporé
520160,14/11/2021,GO,Araçu
520180,14/11/2021,GO,Aragoiânia
520280,14/11/2021,GO,Avelinópolis
520320,14/11/2021,GO,Barro Alto
520360,14/11/2021,GO,Brazabrantes
520500,14/11/2021,GO,Carmo do Rio Verde
520520,14/11/2021,GO,Caturaí
520670,14/11/2021,GO,Damianópolis
520680,14/11/2021,GO,Damolândia
520690,14/11/2021,GO,Davinópolis
520750,14/11/2021,GO,Estrela do Norte
520790,14/11/2021,GO,Flores de Goiás
520830,14/11/2021,GO,Divinópolis de Goiás
520840,14/11/2021,GO,Goianápolis
520980,14/11/2021,GO,Hidrolina
520990,14/11/2021,GO,Iaciara
521030,14/11/2021,GO,Israelândia
521060,14/11/2021,GO,Itaguaru
521080,14/11/2021,GO,Itajá
521100,14/11/2021,GO,Itapirapuã
521210,14/11/2021,GO,Joviânia
521220,14/11/2021,GO,Jussara
521270,14/11/2021,GO,Mambaí
521300,14/11/2021,GO,Maurilândia
521340,14/11/2021,GO,Moiporá
521390,14/11/2021,GO,Mossâmedes
521410,14/11/2021,GO,Mutunópolis
521470,14/11/2021,GO,Nova América
521490,14/11/2021,GO,Nova Roma
521500,14/11/2021,GO,Nova Veneza
521810,14/11/2021,GO,Portelândia
521950,14/11/2021,GO,Santa Rosa de Goiás
522020,14/11/2021,GO,São Miguel do Araguaia
522050,14/11/2021,GO,Serranópolis
522150,14/11/2021,GO,Turvânia
522190,14/11/2021,GO,Varjão
210250,15/11/2021,MA,Cajari
210430,15/11/2021,MA,Godofredo Viana
220690,15/11/2021,PI,Novo Oriente do Piauí
230015,15/11/2021,CE,Acarape
230460,15/11/2021,CE,General Sampaio
250240,15/11/2021,PB,Bonito de Santa Fé
270220,15/11/2021,AL,Coqueiro Seco
270470,15/11/2021,AL,Marechal Deodoro
315280,15/11/2021,MG,Prata
330575,15/11/2021,RJ,Tanguá
410965,15/11/2021,PR,Honório Serpa
411030,15/11/2021,PR,Inajá
411170,15/11/2021,PR,Jaboti
411780,15/11/2021,PR,Palmital
412230,15/11/2021,PR,Rio Negro
412830,15/11/2021,PR,Uniflor
520400,15/11/2021,GO,Cabeceiras
522180,15/11/2021,GO,Urutaí
310830,16/11/2021,MG,Borda da Mata
316040,16/11/2021,MG,Santo Antônio do Monte
350050,16/11/2021,SP,Águas de Lindóia
410895,16/11/2021,PR,Guamiranga
230770,17/11/2021,CE,Maranguape
250570,17/11/2021,PB,Dona Inês
251660,17/11/2021,PB,Tavares
292690,17/11/2021,BA,Rio do Pires
350480,17/11/2021,SP,Bálsamo
500635,17/11/2021,MS,Paranhos
510370,17/11/2021,MT,Feliz Natal
510385,17/11/2021,MT,Gaúcha do Norte
510626,17/11/2021,MT,Novo Mundo
520145,17/11/2021,GO,Aparecida do Rio Doce
250460,18/11/2021,PB,Conde
251230,18/11/2021,PB,Princesa Isabel
410030,18/11/2021,PR,Agudos do Sul
410790,18/11/2021,PR,Floresta
411160,18/11/2021,PR,Ivatuba
411220,18/11/2021,PR,Janiópolis
150490,19/11/2021,PA,Muaná
150590,19/11/2021,PA,Porto de Moz
315415,19/11/2021,MG,Reduto
352215,19/11/2021,SP,Itaoca
354770,19/11/2021,SP,Santo Anastácio
410340,19/11/2021,PR,Cafeara
410850,19/11/2021,PR,General Carneiro
411130,19/11/2021,PR,Itaúna do Sul
411150,19/11/2021,PR,Ivaiporã
411750,19/11/2021,PR,Paiçandu
412130,19/11/2021,PR,Rancho Alegre
521020,19/11/2021,GO,Iporá
290150,20/11/2021,BA,Anguera
313350,20/11/2021,MG,Itapecerica
350420,20/11/2021,SP,Auriflama
510670,20/11/2021,MT,Ponte Branca
230240,21/11/2021,CE,Boa Viagem
240850,21/11/2021,RN,Ouro Branco
260310,21/11/2021,PE,Cachoeirinha
280250,21/11/2021,SE,General Maynard
280500,21/11/2021,SE,Pedra Mole
353240,21/11/2021,SP,Nazaré Paulista
411440,21/11/2021,PR,Mangueirinha
430825,21/11/2021,RS,Floriano Peixoto
110012,22/11/2021,RO,Ji-Paraná
110147,22/11/2021,RO,Primavera de Rondônia
210845,22/11/2021,MA,Peritoró
230200,22/11/2021,CE,Barro
230390,22/11/2021,CE,Chaval
230660,22/11/2021,CE,Itatira
230720,22/11/2021,CE,Jati
230780,22/11/2021,CE,Marco
230860,22/11/2021,CE,Monsenhor Tabosa
231260,22/11/2021,CE,São Luís do Curu
231350,22/11/2021,CE,Trairi
310945,22/11/2021,MG,Cabeceira Grande
330330,22/11/2021,RJ,Niterói
350140,22/11/2021,SP,Álvaro de Carvalho
353160,22/11/2021,SP,Monte Castelo
411000,22/11/2021,PR,Iguaraçu
412320,22/11/2021,PR,Santa Cecília do Pavão
420930,22/11/2021,SC,Lages
430620,22/11/2021,RS,Cruzeiro do Sul
430980,22/11/2021,RS,Ibiaçá
521710,22/11/2021,GO,Piracanjuba
110030,23/11/2021,RO,Vilhena
280340,23/11/2021,SE,Japoatã
280370,23/11/2021,SE,Macambira
280540,23/11/2021,SE,Poço Redondo
412520,23/11/2021,PR,São Jorge d'Oeste
431100,23/11/2021,RS,Jaguarão
500750,23/11/2021,MS,Rochedo
520570,23/11/2021,GO,Córrego do Ouro
240060,24/11/2021,RN,Almino Afonso
240730,24/11/2021,RN,Marcelino Vieira
241030,24/11/2021,RN,Serra Caiada
251340,24/11/2021,PB,Santa Luzia
292140,24/11/2021,BA,Mirangaba
316720,24/11/2021,MG,Sete Lagoas
430155,24/11/2021,RS,Áurea
150070,25/11/2021,PA,Anajás
230010,25/11/2021,CE,Abaiara
231210,25/11/2021,CE,Santana do Cariri
231230,25/11/2021,CE,São Benedito
240300,25/11/2021,RN,Cruzeta
240780,25/11/2021,RN,Monte Alegre
241160,25/11/2021,RN,São Bento do Norte
261320,25/11/2021,PE,São João
270135,25/11/2021,AL,Campestre
280010,25/11/2021,SE,Amparo do São Francisco
280060,25/11/2021,SE,Barra dos Coqueiros
280120,25/11/2021,SE,Canindé de São Francisco
280140,25/11/2021,SE,Carira
280190,25/11/2021,SE,Cumbe
280310,25/11/2021,SE,Itabi
280380,25/11/2021,SE,Malhada dos Bois
280390,25/11/2021,SE,Malhador
280420,25/11/2021,SE,Monte Alegre de Sergipe
280510,25/11/2021,SE,Pedrinhas
280520,25/11/2021,SE,Pinhão
280550,25/11/2021,SE,Poço Verde
280650,25/11/2021,SE,Santa Rosa de Lima
280750,25/11/2021,SE,Tomar do Geru
330185,25/11/2021,RJ,Guapimirim
330412,25/11/2021,RJ,Quatis
330414,25/11/2021,RJ,Queimados
330615,25/11/2021,RJ,Varre-Sai
410345,25/11/2021,PR,Cafelândia
411020,25/11/2021,PR,Inácio Martins
411545,25/11/2021,PR,Marquinho
412420,25/11/2021,PR,Santo Antônio do Caiuá
412855,25/11/2021,PR,Vera Cruz do Oeste
110004,26/11/2021,RO,Cacoal
250630,26/11/2021,PB,Guarabira
251600,26/11/2021,PB,Solânea
280445,26/11/2021,SE,Nossa Senhora Aparecida
280530,26/11/2021,SE,Pirambu
280700,26/11/2021,SE,São Miguel do Aleixo
320340,26/11/2021,ES,Mimoso do Sul
355480,26/11/2021,SP,Tremembé
410320,26/11/2021,PR,Bom Sucesso
410350,26/11/2021,PR,Califórnia
410440,26/11/2021,PR,Cândido de Abreu
410750,26/11/2021,PR,Engenheiro Beltrão
411810,26/11/2021,PR,Paranacity
412270,26/11/2021,PR,Sabáudia
412490,26/11/2021,PR,São João do Caiuá
412670,26/11/2021,PR,Tamboara
412850,26/11/2021,PR,Wenceslau Braz
510325,26/11/2021,MT,Colniza
230880,27/11/2021,CE,Moraújo
231240,27/11/2021,CE,São Gonçalo do Amarante
241450,27/11/2021,RN,Umarizal
292670,27/11/2021,BA,Rio de Contas
355260,27/11/2021,SP,Tabapuã
355645,27/11/2021,SP,Vargem Grande Paulista
411350,27/11/2021,PR,Loanda
411900,27/11/2021,PR,Pérola d'Oeste
430740,27/11/2021,RS,Esmeralda
431910,27/11/2021,RS,São Martinho
230290,28/11/2021,CE,Capistrano
250590,28/11/2021,PB,Emas
290030,28/11/2021,BA,Acajutiba
320310,28/11/2021,ES,Jerônimo Monteiro
351620,28/11/2021,SP,Franca
410100,28/11/2021,PR,Ampére
410720,28/11/2021,PR,Dois Vizinhos
412570,28/11/2021,PR,São Miguel do Iguaçu
430100,28/11/2021,RS,Arroio do Meio
510268,28/11/2021,MT,Campos de Júlio
210590,29/11/2021,MA,Lago Verde
250990,29/11/2021,PB,Natuba
353020,29/11/2021,SP,Mirante do Paranapanema
354160,29/11/2021,SP,Promissão
410170,29/11/2021,PR,Araruna
411330,29/11/2021,PR,Laranjeiras do Sul
411510,29/11/2021,PR,Mariluz
412040,29/11/2021,PR,Presidente Castelo Branco
412160,29/11/2021,PR,Renascença
412380,29/11/2021,PR,Santa Izabel do Oeste
412870,29/11/2021,PR,Vitorino
420419,29/11/2021,SC,Chapadão do Lageado
150180,30/11/2021,PA,Breves
210740,30/11/2021,MA,Olho d'Água das Cunhãs
211003,30/11/2021,MA,Santa Luzia do Paruá
220335,30/11/2021,PI,Dirceu Arcoverde
220910,30/11/2021,PI,Santa Cruz do Piauí
220970,30/11/2021,PI,São Francisco do Piauí
241120,30/11/2021,RN,Santa Cruz
292180,30/11/2021,BA,Mortugaba
314410,30/11/2021,MG,Muzambinho
315550,30/11/2021,MG,Rio Paranaíba
330115,30/11/2021,RJ,Cardoso Moreira
350020,30/11/2021,SP,Adolfo
350130,30/11/2021,SP,Álvares Machado
351280,30/11/2021,SP,Cosmópolis
351470,30/11/2021,SP,Echaporã
351490,30/11/2021,SP,Elias Fausto
351640,30/11/2021,SP,Franco da Rocha
351750,30/11/2021,SP,Guapiaçu
351790,30/11/2021,SP,Guaraci
351810,30/11/2021,SP,Guarantã
351900,30/11/2021,SP,Herculândia
351950,30/11/2021,SP,Ibirarema
352150,30/11/2021,SP,Irapuã
352790,30/11/2021,SP,Lutécia
352860,30/11/2021,SP,Manduri
352990,30/11/2021,SP,Miracatu
353280,30/11/2021,SP,Nova Aliança
353410,30/11/2021,SP,Oriente
353660,30/11/2021,SP,Paulo de Faria
354200,30/11/2021,SP,Quintana
354260,30/11/2021,SP,Registro
354480,30/11/2021,SP,Sales
411090,30/11/2021,PR,Itaguajé
411100,30/11/2021,PR,Itambaracá
412330,30/11/2021,PR,Santa Cruz de Monte Castelo
430800,30/11/2021,RS,Faxinal do Soturno
431085,30/11/2021,RS,Jaboticaba
431455,30/11/2021,RS,Pirapó
431515,30/11/2021,RS,Progresso
431844,30/11/2021,RS,São Jorge
432163,30/11/2021,RS,Três Arroios
130115,01/12/2021,AM,Careiro da Várzea
250210,01/12/2021,PB,Boa Ventura
250600,01/12/2021,PB,Esperança
251530,01/12/2021,PB,Sapé
270560,01/12/2021,AL,Novo Lino
270900,01/12/2021,AL,Tanque d'Arca
410920,01/12/2021,PR,Guaraci
411640,01/12/2021,PR,Nossa Senhora das Graças
510460,01/12/2021,MT,Itiquira
211020,02/12/2021,MA,Santa Rita
220410,02/12/2021,PI,Francisco Ayres
220880,02/12/2021,PI,Regeneração
250130,02/12/2021,PB,Aroeiras
251690,02/12/2021,PB,Uiraúna
270570,02/12/2021,AL,Olho d'Água das Flores
270660,02/12/2021,AL,Paulo Jacinto
291390,02/12/2021,BA,Ipiaú
350280,02/12/2021,SP,Araçatuba
350430,02/12/2021,SP,Avaí
354110,02/12/2021,SP,Presidente Alves
430055,02/12/2021,RS,Alto Alegre
430220,02/12/2021,RS,Boa Vista do Buricá
431306,02/12/2021,RS,Nova Hartz
240670,03/12/2021,RN,Lajes
240830,03/12/2021,RN,Nova Cruz
241360,03/12/2021,RN,Severiano Melo
250050,03/12/2021,PB,Alagoinha
352030,03/12/2021,SP,Iguape
410315,03/12/2021,PR,Bom Jesus do Sul
410610,03/12/2021,PR,Conselheiro Mairinck
412260,03/12/2021,PR,Rondon
412360,03/12/2021,PR,Santa Inês
412863,03/12/2021,PR,Doutor Ulysses
420340,03/12/2021,SC,Campo Belo do Sul
432070,03/12/2021,RS,Sobradinho
510390,03/12/2021,MT,General Carneiro
230560,04/12/2021,CE,Independência
251180,04/12/2021,PB,Pirpirituba
351230,04/12/2021,SP,Conchas
354580,04/12/2021,SP,Santa Bárbara d'Oeste
355720,04/12/2021,SP,Chavantes
412730,04/12/2021,PR,Terra Rica
420100,04/12/2021,SC,Anita Garibaldi
150475,05/12/2021,PA,Mojuí dos Campos
220070,05/12/2021,PI,Anísio de Abreu
220140,05/12/2021,PI,Barro Duro
220300,05/12/2021,PI,Cristalândia do Piauí
220870,05/12/2021,PI,Redenção do Gurguéia
220930,05/12/2021,PI,Santa Luz
250960,05/12/2021,PB,Monte Horebe
251310,05/12/2021,PB,Salgado de São Félix
270430,05/12/2021,AL,Maceió
312850,05/12/2021,MG,Guarará
352020,05/12/2021,SP,Igaratá
355170,05/12/2021,SP,Sertãozinho
355410,05/12/2021,SP,Taubaté
411290,05/12/2021,PR,Jundiaí do Sul
412100,05/12/2021,PR,Querência do Norte
510620,05/12/2021,MT,Nova Brasilândia
520060,05/12/2021,GO,Alto Paraíso de Goiás
521973,05/12/2021,GO,Santo Antônio de Goiás
210220,06/12/2021,MA,Buriti
220640,06/12/2021,PI,Monsenhor Gil
251290,06/12/2021,PB,Rio Tinto
431060,06/12/2021,RS,Itaqui
330540,07/12/2021,RJ,Sapucaia
353110,07/12/2021,SP,Mongaguá
411050,07/12/2021,PR,Ipiranga
420090,07/12/2021,SC,Angelina
420210,07/12/2021,SC,Barra Velha
421290,07/12/2021,SC,Pinhalzinho
421680,07/12/2021,SC,São José do Cerrito
510343,07/12/2021,MT,Curvelândia
220290,08/12/2021,PI,Corrente
221140,08/12/2021,PI,Várzea Grande
241020,08/12/2021,RN,Portalegre
290950,08/12/2021,BA,Cravolândia
311535,08/12/2021,MG,Catas Altas
311750,08/12/2021,MG,Conceição do Mato Dentro
311970,08/12/2021,MG,Coronel Xavier Chaves
312730,08/12/2021,MG,Galiléia
313180,08/12/2021,MG,Itabirinha
314260,08/12/2021,MG,Monsenhor Paulo
316250,08/12/2021,MG,São João del Rei
317080,08/12/2021,MG,Várzea da Palma
320500,08/12/2021,ES,Serra
350650,08/12/2021,SP,Birigui
350870,08/12/2021,SP,Caconde
351380,08/12/2021,SP,Diadema
351440,08/12/2021,SP,Dracena
351565,08/12/2021,SP,Fernão
351820,08/12/2021,SP,Guararapes
351880,08/12/2021,SP,Guarulhos
352500,08/12/2021,SP,Jandira
352890,08/12/2021,SP,Mariápolis
352940,08/12/2021,SP,Mauá
352950,08/12/2021,SP,Mendonça
353286,08/12/2021,SP,Nova Castilho
353510,08/12/2021,SP,Palmares Paulista
353600,08/12/2021,SP,Parapuã
410165,08/12/2021,PR,Arapuã
410630,08/12/2021,PR,Corbélia
410820,08/12/2021,PR,Formosa do Oeste
411007,08/12/2021,PR,Imbaú
411727,08/12/2021,PR,Nova Tebas
411860,08/12/2021,PR,Paula Freitas
412000,08/12/2021,PR,Porecatu
412030,08/12/2021,PR,Porto Vitória
412530,08/12/2021,PR,São Jorge do Ivaí
430005,08/12/2021,RS,Água Santa
430245,08/12/2021,RS,Boqueirão do Leão
430468,08/12/2021,RS,Capela de Santana
430645,08/12/2021,RS,Dois Lajeados
430673,08/12/2021,RS,Doutor Maurício Cardoso
430786,08/12/2021,RS,Fagundes Varela
430915,08/12/2021,RS,Gramado Xavier
431112,08/12/2021,RS,Jaquirana
431535,08/12/2021,RS,Quinze de Novembro
431805,08/12/2021,RS,São Domingos do Sul
431842,08/12/2021,RS,São João da Urtiga
432215,08/12/2021,RS,Tunas
432255,08/12/2021,RS,Vanini
150720,09/12/2021,PA,São Domingos do Capim
210380,09/12/2021,MA,Dom Pedro
220100,09/12/2021,PI,Arraial
220330,09/12/2021,PI,Demerval Lobão
220490,09/12/2021,PI,Isaías Coelho
220630,09/12/2021,PI,Miguel Leão
352050,09/12/2021,SP,Indaiatuba
410940,09/12/2021,PR,Guarapuava
412340,09/12/2021,PR,Santa Fé
430650,09/12/2021,RS,Dom Feliciano
430925,09/12/2021,RS,Guabiju
520549,09/12/2021,GO,Cidade Ocidental
521520,09/12/2021,GO,Novo Brasil
130002,10/12/2021,AM,Alvarães
130063,10/12/2021,AM,Beruri
130185,10/12/2021,AM,Iranduba
130353,10/12/2021,AM,Presidente Figueiredo
130395,10/12/2021,AM,São Sebastião do Uatumã
130423,10/12/2021,AM,Tonantins
130426,10/12/2021,AM,Uarini
230050,10/12/2021,CE,Alcântaras
250120,10/12/2021,PB,Areial
251200,10/12/2021,PB,Pocinhos
291510,10/12/2021,BA,Itagi
410590,10/12/2021,PR,Colorado
410645,10/12/2021,PR,Coronel Domingos Soares
410773,10/12/2021,PR,Fernandes Pinheiro
411125,10/12/2021,PR,Itaperuçu
411370,10/12/2021,PR,Londrina
500450,10/12/2021,MS,Itaporã
510040,10/12/2021,MT,Alto Garças
510520,10/12/2021,MT,Juscimeira
510760,10/12/2021,MT,Rondonópolis
510820,10/12/2021,MT,Torixoréu
520660,10/12/2021,GO,Cumari
210880,11/12/2021,MA,Pirapemas
240240,11/12/2021,RN,Carnaúba dos Dantas
240270,11/12/2021,RN,Cerro Corá
240280,11/12/2021,RN,Coronel Ezequiel
240440,11/12/2021,RN,Grossos
240490,11/12/2021,RN,Itaú
240530,11/12/2021,RN,Januário Cicco
241200,11/12/2021,RN,São Gonçalo do Amarante
241250,11/12/2021,RN,São Miguel
241300,11/12/2021,RN,São Vicente
250410,11/12/2021,PB,Carrapateira
261130,11/12/2021,PE,Pombos
351450,11/12/2021,SP,Duartina
410425,11/12/2021,PR,Campo Magro
411260,11/12/2021,PR,Jardim Olinda
411830,11/12/2021,PR,Paranapoema
430790,11/12/2021,RS,Farroupilha
430940,11/12/2021,RS,Guaporé
432065,11/12/2021,RS,Silveira Martins
500190,11/12/2021,MS,Bataguassu
500310,11/12/2021,MS,Corguinho
500790,11/12/2021,MS,Sidrolândia
220105,12/12/2021,PI,Assunção do Piauí
220635,12/12/2021,PI,Milton Brandão
220800,12/12/2021,PI,Picos
220997,12/12/2021,PI,São João do Arraial
230570,12/12/2021,CE,Ipaumirim
230900,12/12/2021,CE,Mucambo
240990,12/12/2021,RN,Pendências
250320,12/12/2021,PB,Cabedelo
250940,12/12/2021,PB,Mogeiro
251330,12/12/2021,PB,Santa Helena
270915,12/12/2021,AL,Teotônio Vilela
290800,12/12/2021,BA,Coaraci
291040,12/12/2021,BA,Encruzilhada
291230,12/12/2021,BA,Ibicuí
291350,12/12/2021,BA,Iguaí
291550,12/12/2021,BA,Itajuípe
291640,12/12/2021,BA,Itapetinga
293270,12/12/2021,BA,Uruçuca
310060,12/12/2021,MG,Água Boa
310590,12/12/2021,MG,Barroso
310620,12/12/2021,MG,Belo Horizonte
310720,12/12/2021,MG,Bocaina de Minas
310770,12/12/2021,MG,Bom Jesus do Amparo
310790,12/12/2021,MG,Bom Repouso
310880,12/12/2021,MG,Braúnas
311620,12/12/2021,MG,Chiador
311640,12/12/2021,MG,Claraval
311680,12/12/2021,MG,Coluna
311790,12/12/2021,MG,Congonhal
311950,12/12/2021,MG,Coronel Murta
311990,12/12/2021,MG,Córrego do Bom Jesus
312125,12/12/2021,MG,Delta
312140,12/12/2021,MG,Desterro de Entre Rios
312530,12/12/2021,MG,Faria Lemos
313050,12/12/2021,MG,Ilicínea
313150,12/12/2021,MG,Ipuiúna
313450,12/12/2021,MG,Itutinga
313500,12/12/2021,MG,Jaguaraçu
313540,12/12/2021,MG,Jeceaba
313610,12/12/2021,MG,Joanésia
313680,12/12/2021,MG,Juramento
313810,12/12/2021,MG,Lassance
313910,12/12/2021,MG,Madre de Deus de Minas
313970,12/12/2021,MG,Maravilhas
314030,12/12/2021,MG,Marliéria
314190,12/12/2021,MG,Minduri
314230,12/12/2021,MG,Moeda
314240,12/12/2021,MG,Moema
314370,12/12/2021,MG,Morro do Pilar
314380,12/12/2021,MG,Munhoz
314450,12/12/2021,MG,Nazareno
314570,12/12/2021,MG,Oliveira Fortes
314590,12/12/2021,MG,Ouro Branco
314780,12/12/2021,MG,Passa Vinte
314840,12/12/2021,MG,Paulistas
314970,12/12/2021,MG,Perdigão
315060,12/12/2021,MG,Piracema
315070,12/12/2021,MG,Pirajuba
315130,12/12/2021,MG,Piraúba
315370,12/12/2021,MG,Quartel Geral
315440,12/12/2021,MG,Ressaquinha
315460,12/12/2021,MG,Ribeirão das Neves
315510,12/12/2021,MG,Rio do Prado
315860,12/12/2021,MG,Santana do Deserto
315880,12/12/2021,MG,Santana do Jacaré
316010,12/12/2021,MG,Santo Antônio do Grama
316090,12/12/2021,MG,São Brás do Suaçuí
316140,12/12/2021,MG,São Francisco do Glória
316320,12/12/2021,MG,São José do Alegre
316340,12/12/2021,MG,São José do Goiabal
316380,12/12/2021,MG,São Miguel do Anta
316620,12/12/2021,MG,Senhora dos Remédios
316700,12/12/2021,MG,Serranos
316790,12/12/2021,MG,Tabuleiro
316800,12/12/2021,MG,Taiobeiras
317060,12/12/2021,MG,Vargem Bonita
317100,12/12/2021,MG,Vazante
317140,12/12/2021,MG,Vieiras
351940,12/12/2021,SP,Ibirá
410050,12/12/2021,PR,Altônia
420055,12/12/2021,SC,Águas Frias
420665,12/12/2021,SC,Guatambú
420945,12/12/2021,SC,Lajeado Grande
420950,12/12/2021,SC,Laurentino
420980,12/12/2021,SC,Leoberto Leal
421227,12/12/2021,SC,Passos Maia
421315,12/12/2021,SC,Planalto Alegre
421505,12/12/2021,SC,Rio Rufino
421507,12/12/2021,SC,Riqueza
421625,12/12/2021,SC,São João do Oeste
421915,12/12/2021,SC,Vargem
431043,12/12/2021,RS,Ipê
500490,12/12/2021,MS,Jaraguari
510010,12/12/2021,MT,Acorizal
150034,13/12/2021,PA,Água Azul do Norte
150172,13/12/2021,PA,Brasil Novo
150178,13/12/2021,PA,Breu Branco
150295,13/12/2021,PA,Eldorado do Carajás
150309,13/12/2021,PA,Goianésia do Pará
150345,13/12/2021,PA,Ipixuna do Pará
150375,13/12/2021,PA,Jacareacanga
150503,13/12/2021,PA,Novo Progresso
150549,13/12/2021,PA,Palestina do Pará
150635,13/12/2021,PA,Santa Bárbara do Pará
150655,13/12/2021,PA,Santa Luzia do Pará
150797,13/12/2021,PA,Terra Santa
150805,13/12/2021,PA,Trairão
150812,13/12/2021,PA,Ulianópolis
150835,13/12/2021,PA,Vitória do Xingu
220605,13/12/2021,PI,Massapê do Piauí
220672,13/12/2021,PI,Nazária
221038,13/12/2021,PI,São Miguel da Baixa Grande
251570,13/12/2021,PB,Serra Grande
260590,13/12/2021,PE,Gameleira
314950,13/12/2021,MG,Pequeri
351720,13/12/2021,SP,Guaiçara
352760,13/12/2021,SP,Luís Antônio
353470,13/12/2021,SP,Ourinhos
353520,13/12/2021,SP,Palmeira d'Oeste
410465,13/12/2021,PR,Carambeí
410685,13/12/2021,PR,Cruzmaltina
410710,13/12/2021,PR,Diamante do Norte
411240,13/12/2021,PR,Japurá
412015,13/12/2021,PR,Porto Barreiro
412667,13/12/2021,PR,Tamarana
420800,13/12/2021,SC,Itá
521250,13/12/2021,GO,Luziânia
220157,14/12/2021,PI,Belém do Piauí
220207,14/12/2021,PI,Cajazeiras do Piauí
220208,14/12/2021,PI,Cajueiro da Praia
220211,14/12/2021,PI,Campo Alegre do Fidalgo
220271,14/12/2021,PI,Cocal de Telha
220325,14/12/2021,PI,Curralinhos
220385,14/12/2021,PI,Floresta do Piauí
220415,14/12/2021,PI,Francisco Macedo
220527,14/12/2021,PI,Jatobá do Piauí
220535,14/12/2021,PI,João Costa
220545,14/12/2021,PI,Joca Marques
220554,14/12/2021,PI,Lagoinha do Piauí
220558,14/12/2021,PI,Lagoa do Piauí
220585,14/12/2021,PI,Madeiro
220667,14/12/2021,PI,Morro do Chapéu do Piauí
220669,14/12/2021,PI,Murici dos Portelas
220710,14/12/2021,PI,Olho D'Água do Piauí
220793,14/12/2021,PI,Pedro Laurentino
220855,14/12/2021,PI,Porto Alegre do Piauí
220885,14/12/2021,PI,Riacho Frio
220887,14/12/2021,PI,Ribeira do Piauí
220945,14/12/2021,PI,Santo Antônio dos Milagres
220965,14/12/2021,PI,São Francisco de Assis do Piauí
221037,14/12/2021,PI,São Luis do Piauí
221093,14/12/2021,PI,Sussuapara
221095,14/12/2021,PI,Tamboril do Piauí
221097,14/12/2021,PI,Tanque do Piauí
221150,14/12/2021,PI,Vera Mendes
221160,14/12/2021,PI,Vila Nova do Piauí
221170,14/12/2021,PI,Wall Ferraz
250170,14/12/2021,PB,Barra de São Miguel
250939,14/12/2021,PB,Maturéia
251250,14/12/2021,PB,Queimadas
251315,14/12/2021,PB,Santa Cecília
292750,14/12/2021,BA,Santa Bárbara
330600,14/12/2021,RJ,Três Rios
350900,14/12/2021,SP,Caieiras
352590,14/12/2021,SP,Jundiaí
410080,14/12/2021,PR,Alvorada do Sul
410210,14/12/2021,PR,Astorga
410260,14/12/2021,PR,Barracão
410290,14/12/2021,PR,Bituruna
410300,14/12/2021,PR,Boa Esperança
410330,14/12/2021,PR,Borrazópolis
410510,14/12/2021,PR,Centenário do Sul
410540,14/12/2021,PR,Chopinzinho
410650,14/12/2021,PR,Coronel Vivida
410680,14/12/2021,PR,Cruz Machado
410730,14/12/2021,PR,Doutor Camargo
410740,14/12/2021,PR,Enéas Marques
410760,14/12/2021,PR,Faxinal
410840,14/12/2021,PR,Francisco Beltrão
411040,14/12/2021,PR,Indianópolis
411120,14/12/2021,PR,Itapejara d'Oeste
411210,14/12/2021,PR,Jandaia do Sul
411230,14/12/2021,PR,Japira
411340,14/12/2021,PR,Leópolis
